file,gt_label,gt_source,gt_withheld_reason,support_level,support_note,A_label,A_tier,A_k1,A_margin,B_label,B_tier,B_r,B_gap,B_library,D_label,D_r,D_tier,ab_agree,gt_a_agree,gt_b_agree,xmethod_agree,gt_class_in_library,xmethod_metric_stable,date,station,particle,qc,wn_lo,wn_hi,unobservable_classes,top_peaks_cm1,png,wn_delta_applied,delta_version,excitation_nm,grating,spacing_med,center_cm1,wn_calibrated,wn_shift_comp,meas_time,raman_label_manual,raman_confidence_manual,diagnostic_bands_used,notes
0725S1-8.txt,polyolefin_PP,rule,,A+,both methods confident and in agreement,polyolefin_PP,confident,10,8,polyolefin_PP,confident,0.963,0.115,SLoPP,polyolefin_PP,0.615,tentative,True,True,True,True,True,True,7.25,S1,8,ok,41.0,4269.5,,"167.5, 316.4, 395.8, 451.0, 525.3, 805.3, 835.5, 895.5, 940.2, 969.9, 995.8, 1036.3, 1153.1, 1214.6, 1250.5, 1325.5, 1353.8, 1452.5, 1680.4, 2079.4, 2715.3, 2834.1, 2875.3, 2951.2, 3185.6",07.25_S1_8.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:28:41 AM,,,,
0607S1-12.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,3,1,polyolefin_PE,confident,0.972,0.085,SLoPP-E,polyolefin_PE,0.875,confident,True,True,True,True,True,True,6.07,S1,12,ok,45.3,4273.8,,"545.2, 587.9, 680.3, 745.2, 836.0, 1081.0, 1186.4, 1301.3, 1329.8, 1442.8, 1519.6, 1588.8, 1647.2, 1893.3, 2177.3, 2260.2, 2323.5, 2701.6, 2850.2, 2897.2, 2917.7, 3187.1",06.07_S1_12.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,0.0,6/8/2026 3:53:16 PM,,,,
0614S1-3.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,3,1,polyolefin_PE,confident,0.842,0.204,SLoPP-E,polyolefin_PE,0.548,unresolved,True,True,True,True,True,True,6.14,S1,3,ok,41.8,4270.3,,"565.0, 673.0, 843.8, 948.4, 1055.5, 1121.2, 1201.0, 1287.1, 1336.9, 1439.2, 1523.0, 1585.3, 1742.3, 1896.4, 2037.9, 2073.7, 2131.9, 2297.9, 2420.1, 2500.5, 2710.1, 2840.8, 2873.2, 3050.1, 3206.1",06.14_S1_3.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.52288877038063,6/15/2026 10:25:27 AM,,,,
0626S1-10.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,5,3,polyolefin_PE,confident,0.962,0.199,SLoPP-E,polyolefin_PE,0.745,tentative,True,True,True,True,True,True,6.26,S1,10,ok,41.6,4270.1,,"568.7, 851.2, 911.0, 963.1, 1059.0, 1124.7, 1168.3, 1290.5, 1368.7, 1435.6, 1519.4, 1585.1, 1674.2, 1718.4, 1922.8, 2089.8, 2275.6, 2435.5, 2652.8, 2712.9, 2840.7, 2876.0, 3067.1, 3220.0, 3505.9",06.26_S1_10.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.67011103681,6/29/2026 11:17:36 AM,,,,
0626S1-2.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,6,3,polyolefin_PE,confident,0.936,0.188,SLoPP,polyolefin_PE,0.949,confident,True,True,True,True,True,True,6.26,S1,2,ok,45.3,4273.8,,"626.5, 710.9, 877.3, 948.2, 977.9, 1062.6, 1128.4, 1168.3, 1297.7, 1442.8, 1609.4, 1759.3, 1823.2, 1966.0, 2074.0, 2253.9, 2282.4, 2439.1, 2494.8, 2716.6, 2847.3, 2879.6, 3212.5, 3271.2, 3354.2",06.26_S1_2.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,0.0,6/29/2026 10:32:10 AM,,,,
0626S1-9.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,6,3,polyolefin_PE,confident,0.932,0.217,SLoPP-E,polyolefin_PE,0.741,tentative,True,True,True,True,True,True,6.26,S1,9,ok,41.6,4270.1,,"588.1, 676.7, 839.9, 952.0, 1059.0, 1128.4, 1211.6, 1294.1, 1336.8, 1368.7, 1446.1, 1522.8, 1585.1, 1755.7, 1939.3, 2083.3, 2118.9, 2275.6, 2413.7, 2472.6, 2619.5, 2843.6, 2876.0, 3049.9, 3214.4",06.26_S1_9.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.67011103681,6/29/2026 11:12:18 AM,,,,
0711S1-1.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,5,2,polyolefin_PE,confident,0.95,0.207,SLoPP,polyolefin_PE,0.722,tentative,True,True,True,True,True,True,7.11,S1,1,ok,39.2,4267.7,,"546.9, 589.6, 678.1, 746.7, 837.5, 953.3, 1060.2, 1089.5, 1126.0, 1205.6, 1295.2, 1337.9, 1366.3, 1443.7, 1523.9, 1586.1, 1960.0, 2177.6, 2273.2, 2485.6, 2713.5, 2841.2, 2876.5, 3050.4, 3214.8",07.11_S1_1.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-6.07971620609271,7/13/2026 9:52:00 AM,,,,
0711S1-3.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,4,1,polyolefin_PE,confident,0.955,0.222,SLoPP-E,polyolefin_PE,0.735,tentative,True,True,True,True,True,True,7.11,S1,3,ok,39.5,4268.0,,"547.2, 613.1, 689.9, 852.8, 935.0, 1060.5, 1126.3, 1166.2, 1249.1, 1292.0, 1437.0, 1520.7, 1576.1, 1631.1, 1719.7, 1963.6, 2055.2, 2244.9, 2455.1, 2492.1, 2716.8, 2841.5, 2873.9, 3022.0, 3226.3",07.11_S1_3.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-5.76555596524736,7/13/2026 10:02:09 AM,,,,
0712S1-1.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,4,2,polyolefin_PE,confident,0.945,0.189,SLoPP-E,polyolefin_PE,0.697,tentative,True,True,True,True,True,True,7.12,S1,1,ok,39.5,4268.0,,"543.3, 589.9, 678.4, 743.3, 837.8, 949.9, 1005.4, 1060.5, 1086.2, 1126.3, 1209.5, 1295.5, 1338.2, 1366.6, 1444.0, 1524.2, 1593.3, 2171.5, 2270.3, 2479.8, 2713.8, 2841.5, 2873.9, 3053.6, 3237.5",07.12_S1_1.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-5.76555596524736,7/13/2026 10:11:39 AM,,,,
0712S1-10.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,5,2,polyolefin_PE,confident,0.961,0.107,SLoPP-E,polyolefin_PE,0.822,confident,True,True,True,True,True,True,7.12,S1,10,at-ceiling(1pt),42.2,4270.7,,"353.4, 510.9, 588.6, 631.1, 681.0, 742.1, 836.7, 1063.2, 1121.6, 1190.5, 1294.6, 1330.2, 1379.8, 1439.6, 1499.0, 1526.9, 1735.9, 1916.7, 2116.2, 2174.1, 2710.5, 2844.2, 2879.4, 3067.7, 3178.4",07.12_S1_10.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.12350317691846,7/13/2026 11:30:43 AM,,,,
0725S1-4.txt,polyolefin_PE,rule,,A,methods agree; one of the two is confident,polyolefin_PE,tentative,6,3,polyolefin_PE,confident,0.984,0.182,SLoPP-E,polyolefin_PE,0.901,confident,True,True,True,True,True,True,7.25,S1,4,ok,49.1,4277.6,,"506.1, 634.2, 741.4, 821.0, 884.8, 1059.1, 1124.9, 1168.5, 1290.8, 1369.0, 1436.0, 1526.8, 1589.1, 1742.8, 1940.1, 2100.4, 2171.4, 2283.0, 2654.2, 2714.4, 2845.2, 2877.5, 3171.2, 3219.0, 3432.0",07.25_S1_4.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:15:09 AM,,,,
0725S1-7.txt,polystyrene,rule,,A,methods agree; one of the two is confident,polystyrene,confident,6,4,polystyrene,tentative,0.732,0.357,SLoPP-E,polystyrene,0.77,tentative,True,True,True,True,True,True,7.25,S1,7,ok,49.1,4277.6,,"618.7, 794.5, 996.5, 1026.0, 1146.7, 1190.2, 1262.2, 1386.7, 1516.4, 1596.0, 1671.4, 1756.3, 1936.8, 2005.9, 2113.4, 2260.8, 2317.8, 2501.7, 2611.8, 2842.2, 2892.2, 3048.8, 3227.4, 3421.1, 3561.7",07.25_S1_7.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:37:42 AM,,,,
0626S1-1.txt,polyolefin_PE,rule,,B,methods agree; neither is confident,polyolefin_PE,tentative,4,2,polyolefin_PE,unresolved,0.052,0.105,SLoPP,polyolefin_PE,0.412,unresolved,True,True,True,True,True,True,6.26,S1,1,ok,45.3,4273.8,,"599.5, 749.0, 955.6, 1066.3, 1095.6, 1179.2, 1240.5, 1297.7, 1344.0, 1453.3, 1488.2, 1530.0, 1588.8, 1749.2, 2141.9, 2497.9, 2583.7, 2659.5, 2806.0, 2847.3, 2882.6, 3013.4, 3053.6, 3248.9, 3531.1",06.26_S1_1.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,0.0,6/29/2026 10:25:11 AM,,,,
0626S1-7.txt,polyolefin_PE,rule,,B,methods agree; neither is confident,polyolefin_PE,tentative,2,1,polyolefin_PE,unresolved,-0.009,0.078,SLoPP,polyolefin_PE,0.171,unresolved,True,True,True,True,True,True,6.26,S1,7,ok,41.6,4270.1,,"1526.3, 1849.7, 1883.0, 1949.2, 2144.7, 2173.6, 2262.9, 2285.1, 2395.0, 2463.3, 2503.4, 2540.3, 2649.8, 2745.8, 2814.1, 2852.5, 2881.8, 2980.8, 3072.8, 3155.3, 3287.0, 3410.9, 3473.5, 3554.3, 3578.4",06.26_S1_7.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.67011103681,6/29/2026 11:00:48 AM,,,,
0628S1-1.txt,polyolefin_PE,rule,,B,methods agree; neither is confident,polyolefin_PE,tentative,5,1,polyolefin_PE,unresolved,0.095,0.09,SLoPP,polyolefin_PE,0.624,tentative,True,True,True,True,True,True,6.28,S1,1,fluorescence(corr=0.98),42.7,4271.2,,"593.1, 746.4, 844.7, 949.4, 1063.7, 1136.7, 1237.9, 1295.2, 1334.3, 1450.7, 1527.4, 1589.6, 1739.9, 1837.4, 1884.1, 2132.9, 2479.9, 2599.4, 2662.9, 2714.0, 2844.7, 2877.0, 3045.3, 3212.7, 3536.6",06.28_S1_1.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-2.58049803898393,6/29/2026 11:33:53 AM,,,,
0712S1-6.txt,polyolefin_PE,rule,,B,methods agree; neither is confident,polyolefin_PE,tentative,3,1,polyolefin_PE,unresolved,0.544,0.112,SLoPP-E,polyolefin_PE,0.292,unresolved,True,True,True,True,True,True,7.12,S1,6,ok,43.2,4271.7,,"366.4, 472.9, 750.8, 1001.7, 1053.3, 1195.2, 1292.1, 1409.1, 1534.9, 1562.6, 1655.4, 1767.4, 1960.7, 2045.9, 2101.1, 2223.2, 2458.8, 2541.9, 2678.5, 2750.4, 2842.3, 2880.5, 3111.5, 3396.1, 3507.5",07.12_S1_6.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-2.04082904179052,7/13/2026 10:59:35 AM,,,,
0725S1-3.txt,polyolefin_PE,rule,,B,methods agree; neither is confident,polyolefin_PE,tentative,3,1,polyolefin_PE,tentative,0.846,0.012,SLoPP-E,polyolefin_PE,0.709,tentative,True,True,True,True,True,True,7.25,S1,3,ok,49.1,4277.6,,"587.8, 676.4, 745.2, 832.3, 952.0, 1033.3, 1139.4, 1190.2, 1301.5, 1333.6, 1361.9, 1446.5, 1474.5, 1523.3, 1582.2, 1729.3, 1769.8, 1953.3, 2048.4, 2270.3, 2663.3, 2857.0, 2973.8, 3045.9, 3258.2",07.25_S1_3.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,3.76966265284682,7/27/2026 10:12:15 AM,,,,
0712S1-2.txt,polyolefin_PP,rule,,B,methods agree; neither is confident,polyolefin_PP,tentative,2,1,polyolefin_PP,unresolved,0.112,0.0,SLoPP,polyolefin_PE,0.105,unresolved,True,True,True,True,True,False,7.12,S1,2,ok,39.5,4268.0,,"500.5, 543.3, 632.3, 758.5, 807.6, 957.3, 1373.6, 1709.6, 1777.2, 1976.7, 2103.9, 2155.4, 2232.2, 2276.6, 2298.8, 2396.0, 2470.5, 2513.7, 2574.9, 2677.8, 2800.2, 2876.8, 3059.3, 3203.9, 3514.6",07.12_S1_2.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-5.76555596524736,7/13/2026 10:23:17 AM,,,,
0626S1-12.txt,polyolefin_PE,rule,,C,methods disagree; both classes exist in the reference library,polyolefin_PE,tentative,4,2,natural_organic,unresolved,0.373,0.0,SLoPP-E,PVC,0.308,unresolved,False,True,False,False,True,False,6.26,S1,12,saturated(flat-top 10pt x 2),42.7,4271.2,,"346.0, 448.8, 616.2, 681.6, 723.6, 923.3, 1049.1, 1198.3, 1252.2, 1302.3, 1341.4, 1398.0, 1443.7, 1499.6, 1544.7, 1596.5, 1930.5, 2084.4, 2257.6, 2355.4, 2501.5, 2641.8, 2844.7, 2877.0, 3237.9",06.26_S1_12.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-2.58049803898393,6/29/2026 11:29:26 AM,,,,
0725S1-9.txt,polyolefin_PE,rule,,C,methods disagree; both classes exist in the reference library,polyolefin_PE,tentative,2,1,natural_organic,unresolved,0.137,0.078,SLoPP,polyolefin_PE,0.065,unresolved,False,True,False,False,True,False,7.25,S1,9,ok,41.0,4269.5,,"411.6, 525.3, 637.6, 910.4, 1113.1, 1389.2, 1549.9, 1581.0, 1659.9, 1714.4, 1895.6, 1925.4, 2085.9, 2144.0, 2281.2, 2322.3, 2394.4, 2508.9, 2542.7, 2661.2, 2851.8, 2875.3, 3134.8, 3264.1, 3297.4",07.25_S1_9.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:34:59 AM,,,,
0712S1-13.txt,polyolefin_PP,rule,,C,methods disagree; both classes exist in the reference library,polyolefin_PP,tentative,3,1,natural_organic,unresolved,0.296,0.125,SLoPP,polyolefin_PP,0.463,unresolved,False,True,False,False,True,False,7.12,S1,13,saturated(flat-top 707pt x 1),44.1,4272.6,,"355.4, 395.0, 458.1, 497.3, 516.8, 563.5, 590.6, 617.7, 640.8, 709.8, 744.1, 808.5, 834.9, 913.6, 961.9, 1109.0, 1174.4, 1221.3, 3427.1, 3467.9, 3476.0, 3489.5, 3511.1, 3548.8, 3575.5",07.12_S1_13.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-1.15143498621819,7/13/2026 11:49:21 AM,,,,
0712S1-3.txt,polyolefin_PP,rule,,C,methods disagree; both classes exist in the reference library,polyolefin_PP,tentative,3,1,polyolefin_PE,unresolved,0.444,0.128,SLoPP,polyolefin_PE,0.157,unresolved,False,True,False,False,True,True,7.12,S1,3,ok,39.5,4268.0,,"535.6, 593.7, 682.2, 834.0, 979.5, 1038.5, 1108.1, 1227.5, 1444.0, 1607.1, 1817.5, 1924.0, 1996.4, 2097.4, 2553.5, 2716.8, 2838.6, 2873.9, 3079.3, 3102.1, 3226.3, 3296.0, 3354.0, 3438.8, 3493.0",07.12_S1_3.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.103,2450.0,Not Calibrated,-5.76555596524736,7/13/2026 10:30:11 AM,,,,
0725S1-10.txt,polyolefin_PP,rule,,C,methods disagree; both classes exist in the reference library,polyolefin_PP,tentative,3,1,polyolefin_PE,tentative,0.874,0.01,SLoPP-E,PVC,0.78,tentative,False,True,False,False,True,False,7.25,S1,10,ok,41.0,4269.5,,"482.3, 587.4, 679.8, 744.7, 775.1, 839.2, 947.6, 1036.3, 1138.6, 1211.0, 1300.5, 1336.1, 1445.4, 1473.4, 1525.7, 1587.9, 1775.2, 2201.7, 2268.6, 2667.2, 2786.8, 2863.6, 2974.4, 3049.3, 3194.1",07.25_S1_10.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-4.3249415954806,7/29/2026 10:38:08 AM,,,,
0607S1-6.txt,,withheld,rule_C_unresolved,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polystyrene,unresolved,1,0,polyolefin_PE,unresolved,0.389,0.061,SLoPP,polyolefin_PP,0.084,unresolved,False,False,False,False,False,False,6.07,S1,6,Center=0 artifact(corr=-0.96),45.5,4274.0,,"268.9, 588.1, 959.5, 1088.5, 1330.0, 1411.3, 1547.5, 1582.1, 1783.1, 1866.8, 1943.1, 2122.7, 2326.8, 2442.4, 2623.4, 2680.8, 2755.6, 2865.1, 3010.7, 3050.9, 3133.6, 3212.6, 3490.9, 3512.5, 3563.5",06.07_S1_6.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,0.180879423356487,6/8/2026 4:29:13 PM,,,,
0614S1-2.txt,,withheld,fluorescence_no_signal,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PP,tentative,2,1,polyolefin_PE,unresolved,0.204,0.047,SLoPP,polystyrene,0.068,unresolved,False,False,False,False,False,False,6.14,S1,2,fluorescence(corr=1.00),41.8,4270.3,,"1329.8, 1382.9, 1732.1, 1926.2, 2034.6, 2096.4, 2275.7, 2404.5, 2475.9, 2595.4, 2640.9, 2823.1, 2882.0, 3021.4, 3098.7, 3127.1, 3149.8, 3200.5, 3228.6, 3256.5, 3378.2, 3402.9, 3451.9, 3495.3, 3546.4",06.14_S1_2.png,0.0,instrument-internal Si shift (per-file); no post-hoc correction,532.08,300 gr/mm,3.104,2450.0,Not Calibrated,-3.52288877038063,,,,,
